"option_id","question_id","option_letter","option_text","score","is_image","image_url"
"1028","258","c","Semua jawaban yang disebutkan.","0","0",NULL
"1029","258","d","Meminta ruang mesin untuk memeriksa alat kemudi","0","0",NULL
"1030","259","a","244123000.","0","0",NULL
"1031","259","b","002453290.","0","0",NULL
"1032","259","c","245329000.","0","0",NULL
"1033","259","d","Tidak ada yang disebutkan.","0","0",NULL
"1034","260","a","Under Keel Clearance ditunjukkan oleh huruf A dalam gambar.","0","0",NULL
"1035","260","b","Under Keel Clearance ditunjukkan oleh huruf B dalam gambar.","0","0",NULL
"1036","260","c","Under Keel Clearance ditunjukkan oleh huruf D dalam gambar.","0","0",NULL
"1037","260","d","Under Keel Clearance ditunjukkan oleh huruf C dalam gambar.","0","0",NULL
"1038","261","a","On official watch.","0","0",NULL
"1039","261","b","Officer of the Watch.","0","0",NULL
"1040","261","c","Operator of the watch.","0","0",NULL
"1041","261","d","On official watchkeeping","0","0",NULL
"1042","262","a","6 ledakan panjang berulang kali.","0","0",NULL
"1043","262","b","3 ledakan panjang berulang kali.","0","0",NULL
"1044","262","c","5 ledakan panjang berulang kali.","0","0",NULL
"1045","262","d","4 ledakan panjang berulang kali.","0","0",NULL
"1046","263","a","Sekat tabrakan dan geladak.","0","0",NULL
"1047","263","b","Sekat tengah.","0","0",NULL
"1048","263","c","Tangki dan lantai bagian bawah ganda.","0","0",NULL
"1049","263","d","Balok dan stringer anti-panting.","0","0",NULL
"1050","264","a","Letakkan benda tersebut di dalam laci atau lemari arsip.","0","0",NULL
"1051","264","b","Konfirmasi dengan rekan pencari bahwa objek tersebut mencurigakan.","0","0",NULL
"1052","264","c","Buang benda tersebut ke laut.","0","0",NULL
"1053","264","d","Tutupi benda mencurigakan tersebut dengan kotak atau selimut.","0","0",NULL
"1054","265","a","Berdasarkan biaya minimum enam detik dengan kenaikan per detik.","0","0",NULL
"1055","265","b","Berdasarkan biaya minimum enam detik dengan kenaikan enam detik.","0","0",NULL
"1056","265","c","Berdasarkan biaya minimum tiga menit dengan kenaikan per menit.","0","0",NULL
"1057","265","d","Berdasarkan biaya minimum satu menit dengan kenaikan per menit.","0","0",NULL
"1058","266","a","Pesan ini berarti kapal pesiar sedang kemasukan air.","0","0",NULL
"1059","266","b","Pesan ini berarti kapal pesiar sedang mengalami gelombang besar dan mungkin butuh bantuan.","0","0",NULL
"1060","266","c","Pesan ini berarti kapal pesiar telah terbalik di laut ganas.","0","0",NULL
"1061","266","d","Pesan ini berarti kapal pesiar kehilangan kaptennya di laut ganas.","0","0",NULL
"1062","267","a","Ya, aman jika tali tas dibungkuskan pada tangga.","0","0",NULL
"1063","267","b","Ya, aman jika kapal tidak terlalu bergoyang.","0","0",NULL
"1064","267","c","Tidak aman kedua tangan seharusnya selalu digunakan untuk memanjat tangga.","0","0",NULL
"1065","267","d","Ya, aman asalkan tetap mempertahankan tiga titik kontak.","0","0",NULL
"1066","268","a","Emergency General Ship Call.","0","0",NULL
"1067","268","b","Enhanced Group Call.","0","0",NULL
"1068","268","c","Exchange Geographic Call.","0","0",NULL
"1069","268","d","Exchange Group Call.","0","0",NULL
"1070","269","a","Nahkoda (Captain).","0","0",NULL
"1071","269","b","Kepala Kamar Mesin (Chief Engineer).","0","0",NULL
"1072","269","c","Teknisi kapal yang bertugas.","0","0",NULL
"1073","269","d","Orang pertama yang tiba di lokasi.","0","0",NULL
"1074","270","a","Undang-undang Keselamatan dan Kesehatan Kerja.","0","0",NULL
"1075","270","b","Berkonsultasi dengan petugas kepala sebelum mulai bekerja.","0","0",NULL
"1076","270","c","Menggunakan praktik yang sama yang telah berlaku selama beberapa waktu.","0","0",NULL
"1077","270","d","Memanfaatkan Penilaian Risiko (Risk Assessment) sebagai sarana peningkatan keselamatan.","0","0",NULL
"1078","271","a","Di posisi dekat buritan kapal.","0","0",NULL
"1079","271","b","Sekitar 1/3 panjang kapal dari buritan (stern).","0","0",NULL
"1080","271","c","Di tengah-tengah kapal (amidships).","0","0",NULL
"1081","271","d","Sekitar 1/3 panjang kapal dari haluan (bow).","0","0",NULL
"1082","272","a","Kerusakan pada kontainer.","0","0",NULL
"1083","272","b","Kerusakan fisik pada muatan.","0","0",NULL
"1084","272","c","Muatan ternoda oleh karat, oli hidrolik, atau gemuk.","0","0",NULL
"1085","272","d","Muatan tidak dimuat hingga penuh sesuai tinggi kontainer.","0","0",NULL
"1086","273","a","Ketika dua kali periode pertemuan gelombang mendekati periode menggelinding alami kapal.","0","0",NULL
"1087","273","b","Ketika tinggi gelombang dari haluan melebihi 6 meter.","0","0",NULL
"1088","273","c","Ketika periode pertemuan gelombang mendekati periode menggelinding alami kapal.","0","0",NULL
"1089","273","d","Ketika tinggi gelombang dari kuarter kiri atau kanan melebihi 6 meter.","0","0",NULL
"1090","274","a","Perintah nakhoda bersifat sesuai situasi (berubah), dengan perintah nakhoda bersifat tetap","0","0",NULL
"1091","274","b","Perintah nakhoda yang sifat sesuai situasi (berubah), dengan perintah nakhoda yang wajib dilaksanakan","0","0",NULL
"1092","274","c","Perintah nakhoda yang bersifat tetap, dengan perintah nakhoda yang wajib dilaksanakan","0","0",NULL
"1093","274","d","Perintah nakhoda bersifat sementara, dengan perintah nakhoda yang tidak tetap","0","0",NULL
"1094","275","a","Perintah nakhoda kepada petugas dinas jaga anjungan setiap malamnya","0","0",NULL
"1095","275","b","Perintah nakhoda kepada petugas dinas jaga anjungan setiap saat","0","0",NULL
"1096","275","c","Perintah nakhoda kepada petugas dinas jaga anjungan selama dalam pelayaran","0","0",NULL
"1097","275","d","Perintah nakhoda kepada petugas dinas jaga anjungan nakhoda tersebut diatas kapal","0","0",NULL
"1098","276","a","Bahan peledak lain di sekitarnya.","0","0",NULL
"1099","276","b","Zat korosif.","0","0",NULL
"1100","276","c","Sambaran petir.","0","0",NULL
"1101","276","d","Gas beracun","0","0",NULL
"1102","277","a","Menggambar garis singgung dari titik tertinggi kurva ke sumbu X dan mengukurnya dalam meter.","0","0",NULL
"1103","277","b","Nilai dalam meter dari sumbu X pada titik di mana kurva berubah dari cekung menjadi cembung.","0","0",NULL
"1104","277","c","Dengan menggambar garis singgung pada kurva yang melewati titik asal dan membuat garis tegak lurus melalui sudut kemiringan 57,3 derajat.","0","0",NULL
"1105","277","d","Tidak mungkin menentukan nilai GM dari kurva tuas pemulih (righting levers).","0","0",NULL
"1106","278","a","Dengan menggambar garis singgung pada kurva yang melewati titik asal dan membuat garis tegak lurus melalui sudut kemiringan 57,3 derajat.","0","0",NULL
"1107","278","b","Dengan menggambar garis singgung dari titik tertinggi kurva ke sumbu X dan mengukurnya dalam satuan meter.","0","0",NULL
"1108","278","c","Nilai dalam meter dari titik X di mana kurva berubah dari bentuk cekung ke cembung.","0","0",NULL
"1109","278","d","Tidak mungkin menentukan nilai GM dari kurva momen pemulih (righting levers).","0","0",NULL
"1110","279","a","Dikeluarkan dari layanan.","0","0",NULL
"1111","279","b","Diperbaiki di kapal dan digunakan kembali.","0","0",NULL
"1112","279","c","Hanya digunakan pada lapisan terbawah di geladak.","0","0",NULL
"1113","279","d","Hanya digunakan untuk penyimpanan kontainer bawah deck.","0","0",NULL
"1114","280","a","Hanya pada bagian sekat yang padat dan berkesinambungan.","0","0",NULL
"1115","280","b","Hingga 5 meter di bawah permukaan geladak.","0","0",NULL
"1116","280","c","Hingga 5 meter di atas permukaan geladak.","0","0",NULL
"1117","280","d","Pada bukaan dan penetrasi.","0","0",NULL
"1118","281","a","Peningkatan sudut olengan secara bertahap di laut hadap (head sea).","0","0",NULL
"1119","281","b","Terjadinya sudut kemiringan besar yang tidak terduga akibat laut samping.","0","0",NULL
"1120","281","c","Terjadinya secara tiba-tiba sudut olengan besar di laut samping (beam seas).","0","0",NULL
"1121","281","d","Gerakan oleng tidak stabil besar yang tiba-tiba terjadi di laut hadap atau buritan.","0","0",NULL
"1122","282","a","Karena penting untuk menjaga kapal sesuai dengan ketentuan pemuatan internasional.","0","0",NULL
"1123","282","b","Karena penting untuk menjaga posisi kapal tetap tegak selama perjalanan muatan.","0","0",NULL
"1124","282","c","Karena dibutuhkan untuk memuat ballast saat bongkar muat.","0","0",NULL
"1125","282","d","Diperlukan untuk melakukan trim kapal dan mengimbangi pembengkokan memanjang.","0","0",NULL
"1126","283","a","Semua alternatif yang disebutkan.","0","0",NULL
"1127","283","b","Peningkatan daya rem karena kawat bisa dililitkan dalam satu lapisan pada drum.","0","0",NULL
"1128","283","c","Mengurangi kemungkinan kawat tersangkut di gulungan.","0","0",NULL
"1129","283","d","Tidak menyebabkan kawat terjepit atau hancur.","0","0",NULL
"1130","284","a","Di atas bantalan (dunnage) yang diletakkan langsung di bawah rel bagian bawah kontainer.","0","0",NULL
"1131","284","b","Langsung di atas tangki.","0","0",NULL
"1132","284","c","Di atas bantalan (dunnage) yang diletakkan melintang di atas tangki.","0","0",NULL
"1133","284","d","Di atas bantalan (dunnage) yang diletakkan secara membujur di atas tangki.","0","0",NULL
"1134","285","a","Barang-barang ini memerlukan perlindungan dari panas.","0","0",NULL
"1135","285","b","Barang-barang ini harus disimpan di lokasi yang terlindungi.","0","0",NULL
"1136","285","c","Barang-barang ini memerlukan perlindungan terhadap akumulasi uap berbahaya.","0","0",NULL
"1137","285","d","Barang-barang ini memerlukan perlindungan terhadap kelembaban.","0","0",NULL
"1138","286","a","Hanya menggunakan elektroda dari produsen terkenal.","0","0",NULL
"1139","286","b","Hanya pemegang sertifikat las yang diizinkan melakukan pengelasan di kapal.","0","0",NULL
"1140","286","c","Tukang las harus mendapat pelatihan dalam penggunaan peralatan las kapal.","0","0",NULL
"1141","286","d","Peralatan las listrik harus dikendalikan oleh insinyur yang bertanggung jawab sebelum digunakan.","0","0",NULL
"1142","287","a","Kapal saya mengalami kerusakan pada pelat lambung di bawah garis air di area ruang muat No. 3 sisi kanan (starboard).","0","0",NULL
"1143","287","b","Kapal saya mengalami kerusakan pada pelat lambung di area ruang muat No. 3.","0","0",NULL
"1144","287","c","Kapal saya mengalami kerusakan pada pelat lambung di bawah garis air.","0","0",NULL
"1145","287","d","Kapal saya mengalami kerusakan pada pelat lambung di atas garis air.","0","0",NULL
"1146","288","a","Dari posisi di deck tempat beban diangkat.","0","0",NULL
"1147","288","b","Dari kepala derrick atau crane.","0","0",NULL
"1148","288","c","Dari pusat beban yang diangkat.","0","0",NULL
"1149","288","d","Dari posisi di deck di dasar derrick atau crane.","0","0",NULL
"1150","289","a","Kekuatan pengereman yang meningkat dari winch dapat melebihi kekuatan putus tali.","0","0",NULL
"1151","289","b","Semua alternatif yang disebutkan.","0","0",NULL
"1152","289","c","Kerusakan pada winch karena poros menjadi bengkok.","0","0",NULL
"1153","289","d","Tegangan pada fairleads dan roller yang melebihi Beban Kerja Aman (SWL) mereka.","0","0",NULL
"1154","290","a","Cargo Securing Manual (CSM).","0","0",NULL
"1155","290","b","Stability Manual.","0","0",NULL
"1156","290","c","The Code for the Safe Practice for Cargo Stowage and Securing.","0","0",NULL
"1157","290","d","Buku pedoman ISM perusahaan.","0","0",NULL
"1158","291","a","Safety of Life at Sea Convention (SOLAS).","0","0",NULL
"1159","291","b","Cargo Securing Manual (CSM).","0","0",NULL
"1160","291","c","MARPOL 73/78 Annex IV.","0","0",NULL
"1161","291","d","Cargo Stowage and Security (CSS) Code.","0","0",NULL
"1162","292","a","Pastikan kontainer disimpan di atas dek.","0","0",NULL
"1163","292","b","Tolak kontainernya.","0","0",NULL
"1164","292","c","Pastikan kontainer disimpan di bawah dek.","0","0",NULL
"1165","292","d","Muat kontainernya dan buat catatan protes.","0","0",NULL
"1166","293","a","Mungkin tidak dinyatakan sebagai kosong.","0","0",NULL
"1167","293","b","Rentan ambruk.","0","0",NULL
"1168","293","c","Mungkin masih mengandung sisa muatan yang mudah terbakar.","0","0",NULL
"1169","293","d","Bisa meledak jika ventilasinya tertutup.","0","0",NULL
"1170","294","a","Zat beracun.","0","0",NULL
"1171","294","b","Gas cair.","0","0",NULL
"1172","294","c","Peroksida organik (Organic peroxides).","0","0",NULL
"1173","294","d","Zat menular.","0","0",NULL
"1174","295","a","Tidak menggunakan bahan kimia kering untuk memadamkan api.","0","0",NULL
"1175","295","b","Membiarkan ventilasi.","0","0",NULL
"1176","295","c","Tidak menggunakan air untuk mendinginkan kontainer.","0","0",NULL
"1177","295","d","Saya tidak tahu.","0","0",NULL
"1178","296","a","Mendinginkan dengan air tawar.","0","0",NULL
"1179","296","b","Membiarkan muatan membara.","0","0",NULL
"1180","296","c","Menutup sumber udara (smothering).","0","0",NULL
"1181","296","d","Menyiram dengan air laut.","0","0",NULL
"1182","297","a","Mengangkut cairan berbahaya dalam jumlah besar.","0","0",NULL
"1183","297","b","Mengangkut cairan dengan berat jenis tertentu.","0","0",NULL
"1184","297","c","Mengangkut muatan cair tanpa Nama Pengiriman Resmi (Proper Shipping Name).","0","0",NULL
"1185","297","d","Mengangkut cairan tidak berbahaya dalam jumlah besar (non-hazardous liquids, in bulk).","0","0",NULL
"1186","298","a","Kapal sulit dikendalikan","0","0",NULL
"1187","298","b","Kemudi lebih lambat","0","0",NULL
"1188","298","c","Kecepatan menurun pada putaran mesin yang sama","0","0",NULL
"1189","298","d","Trim kapal berubah","0","0",NULL
"1190","299","a","Muatan yang memiliki lebih dari satu pelabuhan bongkar dan menunggu keputusan skipper","0","0",NULL
"1191","299","b","Muatan yang beratnya melebihi kemampuan daya angkat boom kapal","0","0",NULL
"1192","299","c","Muatan yang peka terhadap bau-bauan","0","0",NULL
"1193","299","d","Muatan yang memiliki berat maksimal daya tampung kapal","0","0",NULL
"1194","300","a","Hand break dikencangkan, stopper/pengikat pada rantai dibuka, jangkar siap let-go","0","0",NULL
"1195","300","b","Hand break dikencangkan, cluth in, stopper/pengikat rantai dibuka, hand break dibuka, jangkar di area dengan windlass hingga diatas air, hand break di kencangkan, cluth out, jangkar siap let-go","0","0",NULL
"1196","300","c","Hand break dikencangkan, cluth in, stopper/pengikat rantai dibuka, hand break dibuka, jangkar di area dengan windlass hingga diatas air, hand break di kencangkan, jangkar siap let-go","0","0",NULL
"1197","300","d","Hand break dikencangkan, cluth in, stopper/pengikat rantai dibuka, hand break dibuka, cluth out, jangkar siap let-go","0","0",NULL
"1201","302","a","Menjaga kualitas kerja sambil rutin memberi pengingat agar rekan kerja lebih tanggap terhadap tugasnya.","4","0",NULL
"1202","302","b","Tidak adil bagi saya kalau saya kerja keras sendiri, sehingga saya akan melakukan pekerjaan seperti biasa","0","0",NULL
"1203","302","c","Tetap kerja dengan baik dan sesekali ingatkan teman untuk lebih serius dalam bekerja","2","0",NULL
"1204","303","a","Mencoba menerapkan metode ini dan mengevaluasi dengan tim untuk bahan pertimbangan lebih lanjut.","4","0",NULL
"1205","303","b","Mencatat ide metode baru ini dan mempertimbangkannya bersama rekan kerja agar bisa dipelajari lebih lanjut.","2","0",NULL
"1206","303","c","Tetap memakai metode kerja lama yang sudah terbukti aman dan sering digunakan, sambil menyimpan ide baru ini untuk pertimbangan ke depannya.","0","0",NULL
"1207","304","a","Menyampaikan pendapat secara sopan dan tetap mengikuti arahan senior untuk sementara.","2","0",NULL
"1208","304","b","Mengikuti cara rekan senior Anda untuk menjaga keharmonisan tim dan tidak memicu konflik","0","0",NULL
"1209","304","c","Mengajak berdiskusi merujuk pada prosedur kerja, lalu menyepakati solusi bersama dan meminta klarifikasi atasan bila perlu","4","0",NULL
"1210","305","a","Mengandalkan prosedur manual dan berharap pelabuhan masih menyediakan alternatif non-digital.","0","0",NULL
"1211","305","b","Mulai mempelajari dasar-dasar sistem digital yang diperlukan untuk mendukung kelancaran koordinasi.","2","0",NULL
"1212","305","c","Mengajak tim mempersiapkan diri agar proses kerja bisa menyesuaikan dengan sistem digital pelabuhan.","4","0",NULL
"1213","306","a","Menjelaskan posisi Anda dengan tenang sambil mengakui bahwa terbuka untuk melakukan diskusi lebih lanjut dan melakukan perbaikan.","2","0",NULL
"1214","306","b","Tetap menerima kritik dengan baik dan langsung bertanya apa yang perlu diperbaiki.","0","0",NULL
"1215","306","c","Tetap profesional dan mendengarkan kritik, namun meminta penjelasan detail di waktu yang tepat setelah situasi mereda.","4","0",NULL
"1216","307","a","Menyampaikan bahwa seluruh muatan sudah ditata dan menyarankan agar tambahan kontainer dijadwalkan untuk pelayaran berikutnya.","0","0",NULL
"1217","307","b","Menginformasikan kesediaan membantu memuat tambahan kontainer, sambil menjelaskan bahwa ini di luar rencana dan bisa mempengaruhi jadwal kerja.","2","0",NULL
"1218","307","c","Menginformasikan kondisi situasi ke atasan dan mengusulkan pembagian tugas agar tambahan muatan dapat ditangani lebih efisien.","4","0",NULL
"1219","308","a","Memilih untuk tetap menggunakan cara lama yang sudah terbukti aman dan lebih praktis untuk semua orang.","0","0",NULL
"1220","308","b","Mencoba menerapkan cara baru ini saat beban kerja tidak terlalu tinggi dan ada waktu luang untuk pemantauan tambahan.","2","0",NULL
"1221","308","c","Menyesuaikan jadwal pemantauan dengan rekan kerja agar tetap bisa dijalankan tanpa mengganggu pekerjaan lain.","4","0",NULL
"1222","309","a","Memberikan dia sedikit waktu untuk beradaptasi sendiri, karena pada dasarnya niatnya baik.","0","0",NULL
"1223","309","b","Mengapresiasi semangatnya dan meminta agar lebih sering berdiskusi sebelum mengambil keputusan.","2","0",NULL
"1224","309","c","Menjelaskan dan memberi contoh padanya pentingnya koordinasi tim dengan mengapresiasi semangat dan inisiatifnya.","4","0",NULL
"1225","310","a","Mencari tahu informasi cuaca terbaru secara berkala supaya crew lebih siap kalau ada perubahan mendadak.","2","0",NULL
"1226","310","b","Tetap jalankan prosedur standar untuk saat ini karena memang cuaca masih normal dan belum ada gangguan.","0","0",NULL
"1227","310","c","Mengusulkan pengecekan kesiapan alat dan membahas rute cadangan jika situasi memburuk.","4","0",NULL
"1228","311","a","Mencari tahu dulu alasan dibalik perbedaan tersebut sebelum memutuskan apakah perlu mengambil tindakan lebih lanjut.","2","0",NULL
"1229","311","b","Mengikuti sistem yang sudah berjalan sambil membuat catatan pribadi untuk memantau apakah perbedaan ini konsisten.","0","0",NULL
"1230","311","c","Menyampaikan temuan ini kepada atasan untuk memastikan apakah ini memang prosedur yang disetujui dan perlu dikoreksi.","4","0",NULL
"1231","312","a","Mengatur pergantian pekerja agar tim tetap fokus dan produktif tanpa kelelahan berlebihan","4","0",NULL
"1232","312","b","Mengingatkan tim untuk mencoba menjaga kecepatan kerja sambil tetap berhati-hati agar tidak mengganggu keselamatan.","2","0",NULL
"1233","312","c","Membiarkan tim bekerja sesuai kondisi karena keselamatan tetap menjadi prioritas.","0","0",NULL
"1234","313","a","Membahas ide tersebut dengan crew lain untuk melihat kemungkinan penerapannya dalam kondisi tertentu.","2","0",NULL
"1235","313","b","Menghargai ide crew junior tersebut tapi lebih baik menggunakan sistem yang telah berjalan dan telah terbukti agar tidak mengganggu ritme kerja.","0","0",NULL
"1236","313","c","Mengevaluasi ide bersama crew dan merencanakan rencana uji coba untuk melihat efektivitasnya.","4","0",NULL
"1237","314","a","Mendekat dan mengingatkan keduanya dengan tenang agar dapat menahan emosi tanpa memihak siapa pun.","2","0",NULL
"1238","314","b","Membiarkan mereka menyelesaikan sendiri sampai tetap mengawasi dari jauh, karena campur tangan dapat memperburuk situasi.","0","0",NULL
"1239","314","c","Memisahkan keduanya sejenak dan mengajak bicara untuk menyelesaikan permasalahan secara tenang.","4","0",NULL
"1240","315","a","Mengamati metode kerja mereka dan mencari cara untuk saling berdiskusi dan menyesuaikan tanpa mengganggu sistem yang ada.","4","0",NULL
"1241","315","b","Menjalankan rutinitas seperti biasa sambil melihat dulu bagaimana mereka beradaptasi dengan sistem yang ada.","0","0",NULL
"1242","315","c","Memperhatikan cara kerja mereka dan terbuka apabila ada cara baru yang mungkin bisa bermanfaat.","2","0",NULL
"1243","316","a","Mengikuti saran senior namun tetap membuat catatan pribadi tentang insiden tersebut untuk pembelajaran pribadi.","2","0",NULL
"1244","316","b","Melaporkan insiden karena semua kejadian perlu dicatat, walaupun situasi dengan crew lain menjadi canggung.","4","0",NULL
"1245","316","c","Mengikuti saran senior karena memang tidak ada konsekuensi serius dan tidak ingin membuat masalah.","0","0",NULL
"1246","317","a","Melakukan evaluasi internal terhadap hasil kerja dan mengidentifikasi area yang bisa ditingkatkan meski sudah memenuhi standar yang ada.","0","0",NULL
"1247","317","b","Menyampaikan permintaan maaf dan memberikan penjelasan tentang faktor-faktor yang mungkin menjadi penyebab kurang sesuainya hasil kerja dengan yang diharapkan.","4","0",NULL
"1248","317","c","Mengkomunikasikan bahwa standar sudah terpenuhi, namun menawarkan untuk melakukan evaluasi bersama untuk memahami ekspektasi yang diharapkan.","2","0",NULL
"1249","318","a","Membuat dua opsi jadwal yang bisa dipilih crew berdasarkan preferensi mereka, sambil memantau efektivitas masing-masing.","0","0",NULL
"1250","318","b","Mengajak crew berdiskusi untuk memahami perubahan dan mencoba jadwal baru dalam beberapa waktu sebelum mengambil keputusan.","4","0",NULL
"1251","318","c","Mengimplementasikan jadwal baru secara bertahap dengan periode trial dan evaluasi berkala untuk meminimalkan resistensi.","2","0",NULL
"1252","319","a","Mengajak crew junior untuk mendengarkan dulu, dan menyampaikan bahwa pertanyaan mereka akan dibahas bersama setelah itu.","2","0",NULL
"1253","319","b","Memutuskan untuk tidak berkomentar apa-apa dahulu karena dapat memancing emosi crew lainnya yang sudah mulai tegang.","0","0",NULL
"1254","319","c","Menjawab poin-poin utama secara ringkas, supaya crew junior merasa terbantu dan briefing tetap berjalan baik.","4","0",NULL
"1255","320","a","Mulai menyesuaikan prosedur kerja terkait agar lebih siap saat regulasi baru mulai berlaku.","4","0",NULL
"1256","320","b","Mencari tahu perubahan regulasi dan mengkaji dampaknya terhadap tugas saat ini.","2","0",NULL
"1257","320","c","Fokus pada pekerjaan saat ini dan akan mempelajari regulasi baru jika sudah diberlakukan atau jika sudah ada arahan resmi.","0","0",NULL
"1258","321","a","Memutuskan untuk bergabung karena barang tersebut sudah sangat lama tidak terpakai dan akan dibuang nantinya.","0","0",NULL
"1259","321","b","Menolak ikut serta dan mempertimbangkan menyampaikan secara pribadi karena bukan urusan Anda dan Anda tidak ingin memicu konflik.","2","0",NULL
"1260","321","c","Menolak ikut serta dan mengingatkan bahwa semua barang milik kapal adalah milik perusahaan serta harus ada izin resmi untuk dipindahkan.","4","0",NULL
"1261","322","a","Menjelaskan bahwa keterlambatan ini disebabkan oleh faktor teknis yang tidak bisa dihindari dan masih dalam batas wajar, sehingga diharapkan tidak menimbulkan masalah besar.","0","0",NULL
"1262","322","b","Memberikan informasi terkini sambil menyarankan pengaturan alternatif agar dampaknya dapat diminimalkan.","4","0",NULL
"1263","322","c","Memberikan update berkala tentang perkembangan terbaru dan estimasi waktu kedatangan agar pihak terminal bisa menyesuaikan jadwal mereka.","2","0",NULL
"1264","323","a","Mengusulkan dan merancang penggabungan kerja yang disepakati bersama, agar koordinasi dapat berjalan lancar.","4","0",NULL
"1265","323","b","Menjalankan pekerjaan perawatan sesuai jadwal biasa untuk menjaga agar proses tetap sederhana dan minim risiko.","0","0",NULL
"1266","323","c","Menggabungkan beberapa pekerjaan yang paling mudah dikoordinasikan, sambil memantau bagaimana dampak dan hasilnya.","2","0",NULL
"1267","324","a","Mengusulkan cara diskusi yang memungkinkan semua anggota dapat bersuara secara seimbang.","4","0",NULL
"1268","324","b","Setelah rapat, mendekati crew yang lebih diam untuk mendengar pendapat mereka secara pribadi.","2","0",NULL
"1269","324","c","Tidak melakukan intervensi apa pun karena umumnya crew yang lebih diam memang tidak memiliki pendapat yang ingin disampaikan, sehingga tidak mengganggu suasana.","0","0",NULL
"1270","325","a","Mulai memikirkan area yang mungkin perlu penyesuaian dan mempersiapkan tim untuk kemungkinan peningkatan beban kerja.","2","0",NULL
"1271","325","b","Fokus bekerja seperti biasanya terlebih dahulu, dan akan melakukan penyesuaian nanti kalau rutenya benar-benar akan ditambah.","0","0",NULL
"1272","325","c","Menyesuaikan pembagian tugas dan mencari cara agar pekerjaan tetap efisien saat nanti rute benar-benar bertambah.","4","0",NULL
"1273","326","a","Menyampaikan pendapat atau masukan yang tidak terlalu detail agar tidak menyinggung siapa pun.","2","0",NULL
"1274","326","b","Memutuskan untuk tidak berbicara apa pun untuk menghindari konflik.","0","0",NULL
"1275","326","c","Menyampaikan pendapat dengan cara yang netral dan terbuka untuk didiskusikan.","4","0",NULL
"1276","327","a","Menyampaikan kondisi terminal kepada kantor dengan update berkala, disertai usulan solusi alternatif jika memungkinkan","4","0",NULL
"1277","327","b","Menjelaskan bahwa situasi ini merupakan kondisi umum di terminal, sambil mengupayakan percepatan di aspek yang masih bisa dikendalikan.","2","0",NULL
"1278","327","c","Mengoptimalkan kinerja tim di lapangan dan mendokumentasikan kondisi sebagai faktor eksternal yang mempengaruhi proses.","0","0",NULL
"1279","328","a","Meminta penjelasan lebih detail akan feedback tersebut, sehingga Anda dan tim memahami apa saja yang harus diperbaiki ke depannya.","2","0",NULL
"1280","328","b","Mengajak crew lainnya untuk meninjau ulang metode kerja dan mencari cara agar proses dapat berjalan lebih efisien.","4","0",NULL
"1281","328","c","Menjelaskan bahwa pekerjaan yang Anda lakukan telah sesuai dengan standar yang ada dan juga menjelaskan dalam prosesnya membutuhkan waktu yang cenderung lama.","0","0",NULL
"1282","329","a","Membiarkan saja karena merasa itu sudah biasa di kapal dan tidak langsung mengganggu pekerjaan.","0","0",NULL
"1283","329","b","Memberikan pengingat ringan kepadanya supaya lebih berhati-hati dalam berbicara, agar suasana kerja tetap baik.","2","0",NULL
"1284","329","c","Mengajak bicara secara pribadi dan menjelaskan dampak sikapnya terhadap tim.","4","0",NULL
"1285","330","a","Program training yang ada sudah memenuhi requirement, jadi untuk sementara akan menyelesaikan training mandatory yang sudah dijadwalkan","0","0",NULL
"1286","330","b","Mulai mengidentifikasi skill tambahan yang mungkin berguna dan mencari cara untuk mengembangkannya secara mandiri di luar jam kerja.","2","0",NULL
"1287","330","c","Mengusulkan pelatihan tambahan atau diskusi dengan crew atau tim untuk mengembangkan skill tersebut bersama-sama.","4","0",NULL
"1288","331","a","Menjelaskan dan meminta agar pencatatan dilakukan dengan aktual sesuai kondisi sebenarnya.","4","0",NULL
"1289","331","b","Menyarankan agar sebaiknya data dicatat sesuai dengan kondisi sebenarnya walaupun tidak melaporkan secara langsung.","2","0",NULL
"1290","331","c","Tidak mempermasalahkan karena Anda merasa itu hanya cara untuk mempermudah pekerjaan dan tidak akan merugikan siapa pun.","0","0",NULL
"1291","332","a","Memastikan ulang bahwa pengaturan sudah aman sesuai standar dan sambil tetap mengamati kalau perlu perbaikan kecil nantinya.","0","0",NULL
"1292","332","b","Mendiskusikan dengan crew lainnya apakah ada penyesuaian kecil yang bisa dilakukan tanpa mempengaruhi keselamatan dan jadwal.","2","0",NULL
"1293","332","c","Mengusulkan evaluasi ulang pengaturan barang menjadi lebih optimal sambil tetap menjaga keselamatan dan jadwal kerja.","4","0",NULL
"1294","333","a","Menerapkan bagian yang telah dipahami terlebih dahulu, sambil secara bertahap mempelajari sisanya di waktu kerja.","2","0",NULL
"1295","333","b","Mengalokasikan waktu untuk mempelajari materi secara mandiri, termasuk mencari referensi tambahan bila diperlukan.","0","0",NULL
"1296","333","c","Berkolaborasi dengan rekan yang telah memahami materi untuk mendiskusikan dan menerapkannya bersama dalam praktik kerja.","4","0",NULL
"1297","334","a","Memberikan peringatan supaya dia lebih waspada dan tidak mengulangi kesalahan.","2","0",NULL
"1298","334","b","Tetap fokus menyelesaikan pekerjaan dan membiarkan dia belajar sendiri karena Anda juga harus menyelesaikan pekerjaan Anda.","0","0",NULL
"1299","334","c","Menjelaskan kesalahan yang terjadi dan memberi saran agar tidak mengulangi kesalahan.","4","0",NULL
